forecaster,n,brier,log_loss,realized_home_win_rate,naive_rate,mean_market_vig
model (walk-forward Elo),272,0.2235027727640779,0.6372207431394733,0.5367647058823529,0.5607460930935977,0.042804882369135745
market (de-vigged moneyline),272,0.21159985695624275,0.6082296841116979,0.5367647058823529,0.5607460930935977,0.042804882369135745
naive (2002-2024 home-win rate),272,0.24922346333395975,0.6916047701562282,0.5367647058823529,0.5607460930935977,0.042804882369135745
